Title,Artists,Song URL
Low,SZA,https://open.spotify.com/track/2GAhgAjOhEmItWLfgisyOn
Melhor Só,"KayBlack, Baco Exu do Blues, Marquinho no Beat",https://open.spotify.com/track/2LTlykcdu0gwb7zcKneo2a
VOID,Melanie Martinez,https://open.spotify.com/track/6wmKvtSmyTqHNo44OBXVN1
En La Intimidad | CROSSOVER #1,"Big One, Emilia, Callejero Fino",https://open.spotify.com/track/7w7BrPbOjF5OxChs2dxFve
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj
Lisa,Young Miko,https://open.spotify.com/track/44FzVABpR2cciquTqADA0D
Neverita,Bad Bunny,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
SPIDER WEB,Melanie Martinez,https://open.spotify.com/track/4EXWkO8apwRtwoi6k6nWHe
VAMPIROS,"ROSALÍA, Rauw Alejandro",https://open.spotify.com/track/3Eax1yebRxj6LSYpxE9Yd3
Face-off,Jimin,https://open.spotify.com/track/3OdIiWnYRHPYtC313Z0Bwy
Alone,Jimin,https://open.spotify.com/track/5Hfnps0jaWFpYg55WOPexG
Maan Meri Jaan,King,https://open.spotify.com/track/1418IuVKQPTYqt7QNJ9RXN
lo que hay x aquí,Rels B,https://open.spotify.com/track/5IlLm20JXhKbMtsH20NblC
Mbappé - Remix,"Eladio Carrion, Future",https://open.spotify.com/track/1T6CF1qnG0hK0absyeVL5H
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Justin Bieber, Future",https://open.spotify.com/track/52NGJPcLUzQq5w7uv4e5gf
You,Miley Cyrus,https://open.spotify.com/track/6FAsJDkg4y5JSWP9ZMKlDj
TUS GAFITAS,KAROL G,https://open.spotify.com/track/3gOI5aQD4mOMLsP3aWrkon
Rush,Ayra Starr,https://open.spotify.com/track/1xs8bOvm3IzEYmcLJVOc34
MAÑA SERÁ BONITO,"KAROL G, Carla Morrison",https://open.spotify.com/track/4bycD60yZgR6anIBtmU8UH
CENERE,Lazza,https://open.spotify.com/track/0mHC3BK9vFGoEU0EcGPWRZ
Bëttr 0ff,Yeat,https://open.spotify.com/track/0r9ZhD7QEbIAcvfhDkIsdV
No morë talk,Yeat,https://open.spotify.com/track/7qPiAhk71D2RqLRtnjDL76
Shmunk (feat. YoungBoy Never Broke Again),"Yeat, YoungBoy Never Broke Again",https://open.spotify.com/track/2fpTRcMLt4aKlqULOwuXUP
I'm Not The Only One,Sam Smith,https://open.spotify.com/track/5QM0SsyzmBM0pbFY52Xj1X
Bitch Better Have My Money,Rihanna,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq
"Hey, Mickey!",Baby Tate,https://open.spotify.com/track/3RKjTYlQrtLXCq5ncswBPp
Work,"Rihanna, Drake",https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt
