Title,Artists,Danceability,Energy,Loudness_fixed,Speechiness,Acousticness,Instrumentalness,Valence,Song URL,Cluster
U Deserve It,"Trippie Redd, Chris King, Quan'ta",0.817,0.509,-7.287,0.032,0.547,0.0,0.551,https://open.spotify.com/track/4hQ6o8ECY5MyHyodnyOHEw,3
Baby (Lil Baby feat. DaBaby),Quality Control,0.97,0.463,-7.259,0.366,0.096,0.0,0.46,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,1
Hot Shower,"Chance the Rapper, MadeinTYO, DaBaby",0.899,0.509,-0.00804,0.387,0.002,0.0,0.599,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf,1
Immortal,21 Savage,0.741,0.87,-3.494,0.503,0.008,0.0,0.663,https://open.spotify.com/track/4IO8X9W69dIQe0EC5ALXhq,1
Make No Sense,YoungBoy Never Broke Again,0.876,0.733,-4.478,0.333,0.021,0.0,0.962,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,0
Motivation,Normani,0.599,0.887,-3.967,0.098,0.019,0.0,0.881,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,0
Feelings,Lauv,0.694,0.466,-6.758,0.038,0.093,0.0,0.246,https://open.spotify.com/track/1cL3ucXzG2hj3XOUPIWdvZ,3
Gan-Ga - Remix,"Bryant Myers, Anuel AA",0.862,0.572,-6.579,0.417,0.375,0.0,0.402,https://open.spotify.com/track/27qRmG3zOWPvMYUkpPdQ1g,1
Outnumbered,Dermot Kennedy,0.614,0.684,-0.00579,0.157,0.247,0.0,0.258,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,4
fuck 3x,tha Supreme,0.655,0.814,-5.472,0.082,0.07,0.0,0.69,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7,0
GIANTS,"True Damage, Becky G, Keke Palmer, SOYEON, Duckwrth, Thutmose, League of Legends",0.642,0.683,-5.386,0.262,0.083,0.0,0.584,https://open.spotify.com/track/5C0ivQMxes2lWuOANhvVAm,1
Somebody,"Internet Money, Lil Tecca, A Boogie Wit da Hoodie",0.63,0.671,-6.659,0.256,0.363,0.0,0.333,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi,1
Bad To You (with Normani & Nicki Minaj),Ariana Grande,0.727,0.583,-7.385,0.072,0.065,0.0,0.629,https://open.spotify.com/track/7vJS1DPc3FzBtqBs8n3mW5,3
Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",0.696,0.601,-5.749,0.302,0.161,0.0,0.408,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7,1
None Of Your Concern,"Jhené Aiko, Big Sean",0.437,0.517,-9.329,0.225,0.856,0.0,0.373,https://open.spotify.com/track/75MSZRbAbQuzfUV3Pefvut,2
Pop Out (feat. Lil Tjay),Polo G,0.772,0.639,-7.119,0.467,0.15,0.0,0.261,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,1
Wieso tust Du dir das an?,Apache 207,0.857,0.473,-6.962,0.055,0.296,0.474,0.461,https://open.spotify.com/track/6dNB3XdAzx7kTf5wa8Rg89,3
2ollipop,tha Supreme,0.768,0.756,-5.402,0.099,0.31,0.0,0.856,https://open.spotify.com/track/5nL0vuUo0oBm26obUe5Ogu,0
Beauty In The Benz (feat. Snoop Dogg),Tory Lanez,0.72,0.517,-9.191,0.369,0.199,0.0,0.445,https://open.spotify.com/track/0BpYTh0O2ut5wvt0QtDGt4,1
come fa1,tha Supreme,0.649,0.562,-7.194,0.047,0.147,0.0,0.347,https://open.spotify.com/track/5tlRHNdTy4la5CuTkbYeQE,3
Death (feat. DaBaby),Trippie Redd,0.802,0.82,-5.969,0.146,0.058,0.0,0.613,https://open.spotify.com/track/6YfTl5YupXOQBKiJJLrxcw,0
Flames (with ZAYN),"R3HAB, Jungleboi",0.358,0.644,-8.027,0.081,0.154,0.0,0.436,https://open.spotify.com/track/2DcZd7oFgctIJZG5pFncyD,4
KARMA,Nimo,0.698,0.634,-6.121,0.074,0.139,0.0,0.528,https://open.spotify.com/track/6oX9RuILbVIglevEhbg8iM,3
m12ano - feat. Mara Sattei,tha Supreme,0.577,0.514,-6.407,0.039,0.043,0.0,0.479,https://open.spotify.com/track/0LfMuWu6FKNSDHEoxHu9iK,4
occh1 purpl3 - feat. Marracash,tha Supreme,0.66,0.809,-4.837,0.156,0.092,0.0,0.547,https://open.spotify.com/track/7gRPkCEa3YMaxET5ZYT7Ni,0
sw1n6o - feat. Salmo,tha Supreme,0.569,0.828,-5.554,0.086,0.122,0.0,0.786,https://open.spotify.com/track/0I26eEAwEoii0wHuFqwhYO,0
Did It Again,Lil Tecca,0.686,0.561,-9.929,0.191,0.185,0.0,0.186,https://open.spotify.com/track/4guBZjUyrGoHsTahO3IHdj,3
Easy,Camila Cabello,0.574,0.593,-5.731,0.046,0.411,0.0,0.355,https://open.spotify.com/track/46D0hYb1B7qiU33VtXt21W,4
Hot (feat. Gun),Young Thug,0.855,0.651,-8.044,0.235,0.063,0.0,0.559,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,1
Lonely,"Diplo, Jos Brothers",0.738,0.717,-5.121,0.057,0.062,0.0,0.5,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya,0
Push My Luck,The Chainsmokers,0.584,0.643,-6.415,0.04,0.288,0.0,0.53,https://open.spotify.com/track/2a3dopgTF1q4rMVDJ1rwBU,4
What Am I,Why Don't We,0.614,0.647,-4.681,0.052,0.069,0.0,0.368,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G,4
Behind Barz - Bonus,Drake,0.854,0.554,-4.684,0.172,0.769,0.0,0.272,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR,3
Harleys In Hawaii,Katy Perry,0.722,0.757,-6.207,0.132,0.185,0.0,0.721,https://open.spotify.com/track/5nCthAh3jt4xKuLJAifAaR,0
SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,0.656,0.661,-5.888,0.06,0.069,0.0,0.509,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK,4
In My Room,Frank Ocean,0.861,0.647,-7.425,0.068,0.594,0.661,0.67,https://open.spotify.com/track/4S4Mfvv03M1cHgIOJcbUCL,2
Call You Mine,"The Chainsmokers, Bebe Rexha",0.591,0.702,-0.00559,0.029,0.225,0.0,0.501,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT,4
Good as Hell,Lizzo,0.682,0.919,-0.00318,0.088,0.256,0.0,0.535,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,0
Goteo,Duki,0.473,0.779,-3.725,0.041,0.186,0.0,0.438,https://open.spotify.com/track/57kdZIOAaolxAjB67d2yU3,4
Love Me,Lil Tecca,0.719,0.538,-6.897,0.28,0.632,0.0,0.803,https://open.spotify.com/track/4e0FYxSROat25pH16zMTZI,1
200 km/h,Apache 207,0.899,0.67,-6.455,0.163,0.269,0.0,0.413,https://open.spotify.com/track/2PGA1AsJal6cyMNmKyE56q,3
Gaiola É o Troco,"MC Du Black, DJ 2F",0.722,0.84,-0.00324,0.079,0.42,0.0,0.851,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH,0
Kafa Leyla,"BRADO, MERO",0.765,0.858,-4.823,0.317,0.325,0.0,0.871,https://open.spotify.com/track/1BEo3epznRQuYhuQH8bZu9,0
Te Robaré,"Nicky Jam, Ozuna",0.673,0.752,-3.572,0.056,0.241,0.0,0.797,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T,0
110,"Capital Bra, Samra, LEA",0.48,0.749,-5.057,0.432,0.533,0.0,0.419,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC,1
Everyday Life,Coldplay,0.512,0.452,-8.991,0.029,0.775,0.082,0.235,https://open.spotify.com/track/6WMf0Om41Z6HlMzXFuZ4F0,2
Atrévete,"Nicky Jam, Sech",0.552,0.675,-3.824,0.297,0.311,0.0,0.586,https://open.spotify.com/track/26Qhn2T88XqVinXQpmSarj,1
Bad Bad Bad (feat. Lil Baby),Young Thug,0.974,0.596,-8.888,0.184,0.098,0.0,0.892,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,0
Closed On Sunday,Kanye West,0.799,0.291,-7.353,0.032,0.873,0.001,0.406,https://open.spotify.com/track/3JWiDGQX2eTlFvKj3Yssj3,2
Heartless (feat. Morgan Wallen),Diplo,0.764,0.555,-6.414,0.06,0.275,0.0,0.255,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,3
On God,Kanye West,0.41,0.886,-4.413,0.155,0.067,0.0,0.393,https://open.spotify.com/track/2SasoXZyv82yYgHiVOvxQn,4
Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike",0.765,0.906,-2.097,0.097,0.125,0.0,0.95,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,0
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,0.726,0.408,-6.606,0.061,0.603,0.0,0.459,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA,3
Selah,Kanye West,0.482,0.618,-5.673,0.197,0.647,0.001,0.146,https://open.spotify.com/track/39JRmdKFka1Oe09FoOCPI4,2
Everything We Need,"Kanye West, Ty Dolla $ign, Ant Clemons",0.894,0.416,-6.823,0.054,0.312,0.0,0.463,https://open.spotify.com/track/24bnCCysWnbNRNUT4LpHcP,3
Use This Gospel,"Kanye West, Clipse, Kenny G",0.611,0.459,-3.926,0.042,0.614,0.0,0.177,https://open.spotify.com/track/0oPOuDmmkVp3h6puekhs6P,2
Die For Me (feat. Future & Halsey),Post Malone,0.614,0.66,-2.848,0.044,0.19,0.0,0.452,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,4
God Is,Kanye West,0.656,0.637,-3.867,0.026,0.34,0.0,0.267,https://open.spotify.com/track/6xRWoYwfwIKnT8bQGzKbxR,4
Chama Ela (feat. Pedro Sampaio),Lexa,0.888,0.841,-1.933,0.147,0.46,0.0,0.964,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ,0
quando a bad bater - ao vivo,Luan Santana,0.648,0.789,-4.767,0.041,0.304,0.0,0.53,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ,0
Every Hour,"Kanye West, Sunday Service Choir",0.588,0.793,-0.00623,0.079,0.466,0.001,0.694,https://open.spotify.com/track/1WnqWQcWcuQbVzgE7ecfCY,0
Hands On,"Kanye West, Fred Hammond",0.514,0.393,-0.00872,0.529,0.558,0.0,0.598,https://open.spotify.com/track/7r6aR2f57resC5r93LwMfK,1
It Might Be Time,Tame Impala,0.586,0.786,-3.768,0.048,0.021,0.0,0.326,https://open.spotify.com/track/2P0NiuAfypaw5UZJoo0n0o,4
Water,"Kanye West, Ant Clemons",0.505,0.281,-12.404,0.1,0.57,0.0,0.283,https://open.spotify.com/track/454Epa1vrCGFddHXKyC1kb,2
APPARTENGO - Il sangue (feat. Massimo Pericolo),Marracash,0.782,0.637,-5.892,0.091,0.198,0.0,0.801,https://open.spotify.com/track/2tpfOljBdskx8G331TjRps,0
Be Honest,"Jorja Smith, Bur Boy",0.767,0.746,-5.891,0.106,0.344,0.0,0.635,https://open.spotify.com/track/3IWs9dAwTqN0EFhOIcBDfs,0
BODY PARTS - I denti,Marracash,0.695,0.749,-5.978,0.172,0.185,0.0,0.383,https://open.spotify.com/track/4WOXQYfq3fYVRMcaXuHBAD,3
QUALCOSA IN CUI CREDERE - Lo scheletro (feat. Guè Pequeno),Marracash,0.646,0.874,-4.313,0.22,0.232,0.0,0.319,https://open.spotify.com/track/39hRcGieqFaKfZ7LN91Vy5,4
QUELLI CHE NON PENSANO - Il cervello (feat. Coez),Marracash,0.623,0.684,-4.832,0.294,0.211,0.0,0.46,https://open.spotify.com/track/6l1Jnqfu7GAOV4MDgA2bNP,1
SPORT - I muscoli (feat. Luchè),"Marracash, Luche",0.88,0.723,-6.004,0.255,0.332,0.0,0.387,https://open.spotify.com/track/3HVm4g9bZHo0aMsjzGS7Ro,1
Writing on the Wall (feat. Post Malone & Cardi B),"French Monta, Rvssian",0.773,0.836,-2.326,0.153,0.283,0.0,0.497,https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI,0
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.601,0.724,-4.856,0.049,0.095,0.0,0.508,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,4
Jesus Is Lord,Kanye West,0.243,0.26,-5.876,0.031,0.828,0.0,0.327,https://open.spotify.com/track/7sBgFMWqDWQgrsNSpIBoe8,2
MAMACITA,"Tyga, YG, Carlos Santana",0.786,0.733,-4.961,0.127,0.026,0.0,0.358,https://open.spotify.com/track/51wFQM8W0YfXTmHusXUr5i,3
Doch in der cht,Apache 207,0.9,0.832,-6.906,0.074,0.121,0.25,0.706,https://open.spotify.com/track/3uhTOxvu2h2YEm0uPNF2vi,0
Tal Vez,Paulo Londra,0.855,0.649,-2.443,0.151,0.25,0.0,0.741,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,0
DHL,Frank Ocean,0.819,0.458,-10.223,0.167,0.582,0.173,0.232,https://open.spotify.com/track/2INhKpUdzh7v0j041gZNsz,2
Face to Face,Rex Orange County,0.739,0.441,-7.654,0.06,0.598,0.0,0.442,https://open.spotify.com/track/0YdIIMb2MHuxoUudkAY9gS,3
Frail State Of Mind,The 1975,0.566,0.676,-6.498,0.038,0.015,0.007,0.049,https://open.spotify.com/track/2i1CnSeLjppv41BTuc7qhY,4
Keine Liebe,"RIN, Bausa",0.818,0.795,-4.973,0.042,0.124,0.001,0.538,https://open.spotify.com/track/41wZE5FpxbPaZqXtlmBhPG,0
Raising Hell (feat. Big Freedia),Kesha,0.676,0.869,-4.689,0.132,0.001,0.0,0.271,https://open.spotify.com/track/3Ex5RFJRUdpHcDOLXJOVLy,4
Sex mit dir,Apache 207,0.845,0.559,-7.182,0.061,0.375,0.037,0.43,https://open.spotify.com/track/0PEwVF6TStGXMTnQMAk9kl,3
On The Road (feat. Meek Mill & Lil Baby),Post Malone,0.442,0.737,-5.046,0.109,0.059,0.0,0.21,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2,4
Panini - DaBaby Remix,Lil Nas X,0.717,0.598,-5.613,0.081,0.22,0.0,0.496,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD,3
POPOPOP,Gambi,0.833,0.652,-6.194,0.308,0.049,0.0,0.413,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM,1
Slide Away,Miley Cyrus,0.53,0.538,-6.672,0.034,0.17,0.0,0.288,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,4
Wolves,"Selena Gomez, Marshmello",0.724,0.804,-4.614,0.045,0.124,0.0,0.306,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,4
BEST ON EARTH (feat. BIA) - Bonus,Russ,0.568,0.764,-3.465,0.255,0.217,0.0,0.625,https://open.spotify.com/track/2Xo3rLHjXfdb4avN68aQyi,0
The Heart Wants What It Wants,Selena Gomez,0.616,0.789,-4.874,0.038,0.053,0.0,0.621,https://open.spotify.com/track/6wJwkMo278iWVlWl1XQ4WA,0
I Wanna Rock (feat. Gun),G-Eazy,0.777,0.851,-3.801,0.084,0.008,0.0,0.698,https://open.spotify.com/track/5bzaS5tAni5oUpW7bWVdtY,0
2002,"Sido, Apache 207",0.657,0.691,-7.907,0.236,0.213,0.0,0.493,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b,1
Feel Special,TWICE,0.709,0.959,-1.339,0.06,0.03,0.002,0.644,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,0
Oye,"TINI, Sebastian Yatra",0.683,0.51,-7.894,0.065,0.447,0.0,0.255,https://open.spotify.com/track/09nSCeCs6eYfAIJVfye1CE,3
The Git Up,Blanco Brown,0.847,0.678,-8.635,0.109,0.067,0.0,0.811,https://open.spotify.com/track/2KKijf6Ett4kmVNJze2roh,0
Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",0.681,0.648,-5.021,0.38,0.523,0.0,0.688,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,1
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",0.857,0.647,-4.152,0.098,0.391,0.0,0.553,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,3
Wir sind Kral,"Ufo361, Ezhel",0.805,0.714,-6.606,0.097,0.27,0.002,0.337,https://open.spotify.com/track/44Fc0oSgRn1MFwu18TcY8S,3
Be Honest (feat. Bur Boy),Jorja Smith,0.757,0.737,-6.728,0.114,0.311,0.0,0.635,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd,0
Cry for Me,Camila Cabello,0.721,0.805,-4.134,0.093,0.05,0.0,0.653,https://open.spotify.com/track/40nPimvmG05WYS7983bawZ,0
Here With Me,"Marshmello, CHVRCHES",0.791,0.565,-3.933,0.044,0.062,0.0,0.181,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,3
A Thousand Bad Times,Post Malone,0.632,0.732,-3.498,0.092,0.105,0.0,0.317,https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2,4
Puta Madre,RAF Camora,0.844,0.784,-6.218,0.035,0.47,0.0,0.95,https://open.spotify.com/track/6cHxkkZ3TZUKsjd13pIO1p,0
AYA,"Murda, Ezhel",0.743,0.68,-4.344,0.103,0.113,0.123,0.694,https://open.spotify.com/track/4IJEw3fDvS6XF4sDc3bvjK,0
Drip Too Hard (Lil Baby & Gun),Lil Baby,0.897,0.662,-6.903,0.292,0.085,0.0,0.389,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,1
La Boca - Remix,"Mau y Ricky, Camilo, Luy",0.691,0.773,-3.812,0.036,0.236,0.0,0.85,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,0
Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",0.647,0.661,-5.027,0.2,0.121,0.0,0.811,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,0
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.661,0.723,-6.976,0.057,0.179,0.0,0.316,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,4
Tijolão - Ao Vivo,Jorge & Mateus,0.637,0.877,-0.00368,0.198,0.469,0.0,0.691,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,0
INTRO,DaBaby,0.862,0.685,-7.699,0.242,0.034,0.0,0.672,https://open.spotify.com/track/77KMttn3Lic7ZQKDlPqp8v,1
No Te Debí Besar,"C. Tangana, Paloma Mami",0.672,0.684,-5.682,0.316,0.125,0.026,0.62,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf,1
origil me (feat. dan reynolds of imagine dragons),YUNGBLUD,0.471,0.786,-0.00524,0.192,0.009,0.0,0.61,https://open.spotify.com/track/4KzOYxD4qIkUtZV9ZYakGu,4
Twisted (feat. Logic & A$AP Rocky),"French Monta, Juicy J",0.805,0.871,-2.987,0.214,0.009,0.0,0.926,https://open.spotify.com/track/5xEWiG0ug0rOymOjlzSGzx,0
Jopping,SuperM,0.74,0.835,-3.425,0.084,0.014,0.0,0.535,https://open.spotify.com/track/5WrEilrRI5cIW0DxMvQYPZ,0
Quizás,"Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid",0.727,0.815,-2.454,0.153,0.026,0.0,0.677,https://open.spotify.com/track/4AjWbAwRpxk2worpjNH5CS,0
bad guy (with Justin Bieber),Billie Eilish,0.67,0.453,-11.265,0.295,0.252,0.33,0.68,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,1
Berlin lebt wie nie zuvor,"Capital Bra, Samra",0.654,0.782,-0.00288,0.244,0.198,0.0,0.635,https://open.spotify.com/track/2pfio0uHpT4USTPBNeTIWo,0
Come Thru (with Usher),Summer Walker,0.679,0.728,-3.092,0.154,0.159,0.0,0.46,https://open.spotify.com/track/3TTMUI5dFcbeNSDTTDY9M8,0
Right Back (feat. A Boogie Wit Da Hoodie),Khalid,0.786,0.428,-10.011,0.31,0.093,0.0,0.556,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L,1
Honda Civic,"The Cratez, Bonez MC",0.704,0.782,-5.471,0.164,0.282,0.008,0.346,https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud,4
HP,Maluma,0.837,0.791,-3.157,0.077,0.252,0.0,0.618,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,0
Ruway,"Sebastian Yatra, Daddy Yankee, Natti Natasha, Jos Brothers",0.756,0.851,-0.00333,0.067,0.034,0.0,0.934,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,0
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,0.872,0.814,-4.568,0.155,0.005,0.0,0.57,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,0
Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,0.795,0.634,-8.771,0.142,0.089,0.0,0.39,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP,3
RAW SHIT (feat. Migos),DaBaby,0.874,0.714,-4.946,0.233,0.027,0.0,0.85,https://open.spotify.com/track/1CCDIow4pPYyJYzhtTUYz2,0
Sims,Lauv,0.529,0.398,-8.238,0.388,0.643,0.0,0.567,https://open.spotify.com/track/7sJwGtoWgkVRwzujlyT3cp,1
Allergic,Post Malone,0.665,0.741,-3.694,0.079,0.154,0.0,0.57,https://open.spotify.com/track/1YscJ7yVTlFxW3eF6pv5ba,0
"Baguettes in the Face (feat. V, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,0.883,0.525,-8.054,0.063,0.189,0.0,0.312,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,3
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,0.894,0.511,-4.768,0.42,0.025,0.0,0.568,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,1
I'm Gon Be,Post Malone,0.746,0.559,-4.008,0.032,0.703,0.0,0.368,https://open.spotify.com/track/1ckLp8lCl8LipXI0ypX72m,3
Mad Love,Mabel,0.622,0.796,-2.999,0.172,0.667,0.0,0.62,https://open.spotify.com/track/0bfWT3AgM7ZTuqesJvRP6H,0
Staring At The Sun (feat. SZA),Post Malone,0.724,0.772,-4.389,0.184,0.25,0.0,0.347,https://open.spotify.com/track/5KE9b4x7Zj2A8XtbkqhqTe,4
Chicken Noodle Soup (feat. Becky G),j-hope,0.826,0.817,-4.081,0.092,0.005,0.0,0.168,https://open.spotify.com/track/6wyr4ReB05D9sJB1Rsmcqo,4
El Triste,José José,0.378,0.612,-0.00624,0.041,0.769,0.0,0.522,https://open.spotify.com/track/0aTMBEfPCCkKkneU6gLmDD,4
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",0.719,0.753,-4.891,0.179,0.118,0.0,0.675,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,0
Fabergé,RIN,0.721,0.647,-7.039,0.189,0.051,0.003,0.56,https://open.spotify.com/track/7lnQCEtaDJeMZN75siSxLc,3
"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",DaBaby,0.676,0.664,-4.435,0.343,0.039,0.0,0.838,https://open.spotify.com/track/0WoAkdHmgPmEXfiBox1flk,1
iPHONE (with Nicki Minaj),DaBaby,0.733,0.574,-6.409,0.266,0.243,0.0,0.305,https://open.spotify.com/track/3GX2hFAekmSduZzcS52OnR,1
OFF THE RIP,DaBaby,0.801,0.693,-4.002,0.323,0.01,0.0,0.602,https://open.spotify.com/track/3e39X4Q74yJzsYUEeyf4ws,1
POP STAR (feat. Kevin Gates),DaBaby,0.815,0.76,-4.632,0.331,0.024,0.0,0.729,https://open.spotify.com/track/2TsD9kSbgYx5fSNRsoNURE,1
REALLY (feat. Stun 4 Vegas),DaBaby,0.943,0.654,-5.175,0.274,0.055,0.0,0.608,https://open.spotify.com/track/7vxGCUPJhe0fXfBkwVPFcP,1
Si Supieras,"Daddy Yankee, Wisin & Yandel",0.691,0.894,-1.681,0.115,0.291,0.0,0.623,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,0
Summer Cem (feat. Luciano),Summer Cem,0.874,0.589,-6.871,0.079,0.179,0.0,0.454,https://open.spotify.com/track/3QIrkRSTz3yPd44HzN6qJr,3
XXL,DaBaby,0.914,0.655,-5.333,0.294,0.002,0.0,0.705,https://open.spotify.com/track/4LH1gsNA3wUS6QKkGZoJN8,1
Hash Hash,SSIO,0.804,0.81,-4.569,0.289,0.036,0.0,0.369,https://open.spotify.com/track/0AuriGfdxWcFNLBCPMUJ71,1
PROLLY HEARD,DaBaby,0.884,0.783,-2.388,0.294,0.074,0.0,0.929,https://open.spotify.com/track/0O7mJ0noFBLn8MMUJrFaF1,0
THERE HE GO,DaBaby,0.836,0.747,-3.368,0.136,0.339,0.0,0.758,https://open.spotify.com/track/0pegcONe6MuDQRoPCtCBRf,0
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,0.746,0.787,-6.373,0.12,0.212,0.0,0.607,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,0
Ritual,"Tiësto, Jos Blue, Rita Ora",0.647,0.726,-4.389,0.055,0.157,0.0,0.767,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,0
So Am I,Ava Max,0.682,0.656,-0.00467,0.044,0.074,0.0,0.607,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0
The Man,Taylor Swift,0.777,0.658,-5.191,0.054,0.077,0.0,0.633,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,0
Myself,Post Malone,0.476,0.701,-4.234,0.035,0.102,0.0,0.405,https://open.spotify.com/track/2cvOfKHOHgwQlLiuLKP2xR,4
Adria,RAF Camora,0.76,0.8,-5.777,0.054,0.449,0.005,0.675,https://open.spotify.com/track/4G3gFk4oyvt8klQEVJBzea,0
Ronin,"Bushido, Animus",0.439,0.894,-5.535,0.318,0.038,0.0,0.69,https://open.spotify.com/track/2l2UsmkfgmRC6fIDwwsiNM,1
I Know,Post Malone,0.666,0.603,-5.671,0.076,0.497,0.0,0.262,https://open.spotify.com/track/6b2mfHMqWCA74XmUuVJm8r,3
"Go Loko (feat. Tyga, Jon Z)",YG,0.88,0.67,-5.177,0.047,0.325,0.0,0.131,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,3
God Is A Dancer (with Mabel),Tiësto,0.774,0.747,-3.908,0.082,0.024,0.0,0.833,https://open.spotify.com/track/6fenHIxXuuzKB55wY4WCHP,0
Kein Plan,"Loreda, MERO",0.878,0.699,-5.035,0.046,0.069,0.002,0.78,https://open.spotify.com/track/2d3WpbJFBND2vwMJyULdfU,0
Esagono (feat. Salmo),"Gemitaiz, MadMan",0.827,0.738,-6.403,0.207,0.098,0.0,0.718,https://open.spotify.com/track/0Rsfm3UqHkNzKsb6L0Yz3Y,0
Fuori E Dentro (feat. tha Supreme),"Gemitaiz, MadMan",0.919,0.582,-7.201,0.119,0.111,0.0,0.538,https://open.spotify.com/track/34UHhwlly3SHryWuVfMOJm,3
